SSN,GSN,DIS,RCP,NRF,IRS,INN,dis1,rcp1,typ1,irs1,lf1,dis2,rcp2,typ2,irs2,lf2,dis3,rcp3,typ3,irs3,lf3,dis4,rcp4,typ4,irs4,lf4,dis5,rcp5,typ5,irs5,lf5,dis6,rcp6,typ6,irs6,lf6,dis7,rcp7,typ7,irs7,lf7,NAN
10030176,743,250,2,0.2857142857142857,1281,7,58,2,1,98,0.07065217391304347,239,3,2,408,0.14130434782608695,170,2,1,451,0.11956521739130435,250,3,1,873,0.1793478260869565,250,3,1,1046,0.16304347826086957,250,3,2,1132,0.10869565217391304,250,1,1,1175,0.21739130434782608,
10050034,974,250,1,0.14285714285714285,994,7,96,2,1,264,0.12962962962962962,2,1,0,418,0.024691358024691357,250,1,1,628,0.06172839506172839,155,2,1,682,0.25308641975308643,250,2,1,1020,0.012345679012345678,250,2,1,1267,0.2222222222222222,250,0,0,2610,0.2962962962962963,
10050034,998,244,1,0.2857142857142857,819,7,28,1,1,103,0.10135135135135136,162,2,1,253,0.14864864864864866,2,1,0,418,0.05405405405405406,250,2,1,672,0.1554054054054054,250,2,1,821,0.23648648648648649,250,2,2,1219,0.10810810810810811,250,0,0,2610,0.19594594594594594,
10050034,1069,250,1,0.0,1307,7,250,2,1,257,0.07777777777777778,115,1,1,393,0.1,250,2,1,600,0.1388888888888889,250,2,1,616,0.16111111111111112,250,1,1,628,0.18888888888888888,250,2,1,697,0.1388888888888889,250,0,0,2610,0.19444444444444445,
10050034,1126,250,1,0.0,933,7,16,2,1,71,0.06493506493506493,115,1,1,393,0.13636363636363635,250,2,1,600,0.13636363636363635,239,1,1,661,0.16233766233766234,250,2,1,892,0.2662337662337662,250,2,1,1228,0.21428571428571427,250,0,0,2610,0.01948051948051948,
10050034,976,250,2,0.0,1267,7,155,3,1,187,0.03260869565217391,96,2,1,264,0.09782608695652174,250,3,1,499,0.08695652173913043,250,3,1,551,0.2391304347826087,250,1,1,628,0.1956521739130435,250,2,1,908,0.15217391304347827,250,1,1,994,0.1956521739130435,
10050034,1175,250,2,0.0,1228,7,16,2,1,71,0.034482758620689655,250,3,1,479,0.1206896551724138,250,3,1,537,0.1724137931034483,250,2,1,600,0.13793103448275862,250,2,1,697,0.12643678160919541,250,1,1,933,0.1896551724137931,250,3,1,1082,0.21839080459770116,
10010112,577,250,1,0.0,993,7,52,2,1,134,0.05194805194805195,104,2,1,275,0.09090909090909091,66,1,1,335,0.14935064935064934,145,2,1,503,0.14935064935064934,250,2,1,521,0.18181818181818182,250,1,1,993,0.11688311688311688,250,0,0,2418,0.2597402597402597,
10010112,636,250,1,0.0,676,7,23,1,1,153,0.12307692307692308,131,2,1,402,0.16153846153846155,250,2,1,633,0.13846153846153847,250,1,1,683,0.05384615384615385,250,2,1,838,0.13846153846153847,250,2,1,858,0.25384615384615383,250,0,0,2418,0.13076923076923078,
10010112,641,250,2,0.0,858,7,131,2,1,402,0.12987012987012986,188,3,1,435,0.18831168831168832,243,3,1,595,0.18831168831168832,250,1,1,676,0.21428571428571427,250,3,1,708,0.08441558441558442,250,2,1,838,0.11688311688311688,250,3,1,1105,0.07792207792207792,
10010112,680,250,2,0.0,838,7,57,3,1,129,0.013157894736842105,250,2,1,633,0.17105263157894737,250,1,1,676,0.11842105263157894,250,3,1,708,0.25,250,2,1,858,0.11842105263157894,250,3,1,863,0.2631578947368421,250,3,1,1277,0.06578947368421052,
10030140,1554,250,2,0.5714285714285714,1222,7,65,2,2,233,0.11046511627906977,250,1,1,606,0.14534883720930233,250,3,1,617,0.20348837209302326,172,1,2,678,0.12209302325581395,250,3,2,954,0.22674418604651161,250,2,1,1107,0.06395348837209303,250,2,2,1268,0.12790697674418605,
10030140,1695,250,2,0.14285714285714285,828,7,23,2,1,69,0.04430379746835443,29,3,2,156,0.12658227848101267,128,3,1,250,0.0759493670886076,183,3,1,328,0.22151898734177214,222,2,1,350,0.0759493670886076,250,3,1,774,0.17088607594936708,250,1,1,2105,0.2848101265822785,
10030140,1750,250,2,0.14285714285714285,638,7,23,2,1,69,0.056451612903225805,183,3,1,328,0.13709677419354838,153,2,1,335,0.1693548387096774,250,3,2,373,0.14516129032258066,179,1,1,463,0.20161290322580644,198,3,1,472,0.1532258064516129,250,1,1,573,0.13709677419354838,
10050068,1297,250,1,0.42857142857142855,657,7,5,1,0,41,0.046875,67,1,1,197,0.140625,174,2,2,340,0.046875,250,2,2,1014,0.1796875,250,1,1,1143,0.2578125,250,2,2,1166,0.1953125,250,0,0,2314,0.1328125,
10050068,1325,250,1,0.2857142857142857,1143,7,5,1,0,41,0.06741573033707865,75,1,1,249,0.17415730337078653,250,2,1,558,0.21910112359550563,59,2,2,574,0.16853932584269662,250,1,1,657,0.1853932584269663,250,2,2,1166,0.15168539325842698,250,0,0,2314,0.033707865168539325,
10050068,1428,250,1,0.14285714285714285,822,7,70,1,1,175,0.04,86,1,1,184,0.12,134,2,2,265,0.09333333333333334,250,2,1,527,0.15333333333333332,250,2,1,860,0.19333333333333333,250,2,1,890,0.14,250,0,0,2314,0.26,
10050068,1455,250,2,0.42857142857142855,890,7,38,3,2,118,0.11805555555555555,70,1,1,175,0.125,83,3,2,238,0.13194444444444445,250,2,1,527,0.1597222222222222,250,1,1,822,0.14583333333333334,250,3,2,865,0.1527777777777778,250,2,1,1422,0.16666666666666666,
10010115,332,250,1,0.14285714285714285,841,7,104,2,1,237,0.0472972972972973,127,1,1,360,0.16216216216216217,195,2,1,474,0.14864864864864866,250,2,1,574,0.17567567567567569,250,2,2,1397,0.22972972972972974,250,1,1,1643,0.17567567567567569,250,0,0,2314,0.060810810810810814,
10010115,382,250,2,0.2857142857142857,791,7,39,3,1,127,0.03424657534246575,29,1,1,132,0.07534246575342465,1,1,0,184,0.1232876712328767,250,2,1,1032,0.1643835616438356,250,3,1,1088,0.2191780821917808,250,2,1,1196,0.14383561643835616,173,1,2,1414,0.23972602739726026,
10010115,518,250,2,0.14285714285714285,1045,7,176,2,2,279,0.12658227848101267,227,3,1,424,0.17088607594936708,215,3,1,428,0.12658227848101267,250,1,1,732,0.17088607594936708,250,3,1,839,0.10759493670886076,250,3,1,968,0.20253164556962025,250,2,1,1032,0.0949367088607595,
10050057,1524,118,1,0.2857142857142857,425,7,85,2,1,222,0.13636363636363635,1,1,0,234,0.11818181818181818,75,2,1,290,0.13636363636363635,137,2,1,366,0.17272727272727273,3,1,0,650,0.06363636363636363,250,2,1,1051,0.15454545454545454,250,0,0,2556,0.21818181818181817,
10050057,1496,250,2,0.5714285714285714,1051,7,85,2,1,222,0.06547619047619048,59,3,2,249,0.15476190476190477,75,2,1,290,0.13095238095238096,118,1,1,425,0.10119047619047619,250,3,2,453,0.11904761904761904,250,3,2,1078,0.26785714285714285,250,3,2,1274,0.16071428571428573,
10050057,1535,250,2,0.0,575,7,14,1,1,72,0.038461538461538464,38,2,1,193,0.19230769230769232,121,2,1,347,0.12307692307692308,250,1,1,605,0.13846153846153847,250,2,1,698,0.23076923076923078,250,3,1,1060,0.046153846153846156,250,3,1,1245,0.23076923076923078,
10030178,996,250,2,0.0,980,7,88,2,1,167,0.09259259259259259,161,1,1,302,0.11728395061728394,132,3,1,336,0.17901234567901234,250,1,1,422,0.12345679012345678,250,2,1,804,0.13580246913580246,250,3,1,1749,0.2222222222222222,250,3,1,1815,0.12962962962962962,
10030178,1012,250,2,0.0,862,7,14,1,1,65,0.05263157894736842,18,1,1,81,0.11842105263157894,250,2,1,596,0.19078947368421054,250,3,1,598,0.1118421052631579,250,2,1,640,0.17105263157894737,250,1,1,690,0.15789473684210525,250,3,1,764,0.19736842105263158,
10030178,1039,250,2,0.0,640,7,69,3,1,194,0.16153846153846155,109,3,1,276,0.15384615384615385,241,2,1,556,0.12307692307692308,250,1,1,690,0.2,250,3,1,764,0.09230769230769231,250,2,1,862,0.2,250,3,1,1008,0.06923076923076923,
10030178,1135,250,2,0.0,1035,7,65,2,1,185,0.05952380952380952,131,2,1,396,0.08333333333333333,250,1,1,536,0.18452380952380953,250,3,1,925,0.16666666666666666,250,3,1,961,0.17261904761904762,250,3,1,1005,0.2619047619047619,250,3,1,1118,0.07142857142857142,
10030178,1160,250,2,0.0,1062,7,54,1,1,207,0.11904761904761904,64,3,1,261,0.10119047619047619,128,1,1,329,0.011904761904761904,250,1,1,500,0.16071428571428573,250,3,1,534,0.20833333333333334,250,2,1,975,0.22023809523809523,250,2,1,1334,0.17857142857142858,
10030178,1197,250,2,0.0,975,7,181,3,1,252,0.10256410256410256,64,3,1,261,0.08333333333333333,128,1,1,329,0.15384615384615385,158,3,1,396,0.1282051282051282,250,2,1,462,0.14743589743589744,250,3,1,745,0.14743589743589744,250,2,1,1062,0.23717948717948717,
10010123,1508,250,1,0.0,1191,7,250,2,1,411,0.10465116279069768,250,1,1,422,0.11627906976744186,246,2,1,476,0.05232558139534884,250,1,1,611,0.06395348837209303,250,2,1,991,0.22674418604651161,250,2,1,1263,0.20348837209302326,250,0,0,2759,0.23255813953488372,
10010123,1578,250,1,0.0,611,7,15,2,1,78,0.038461538461538464,250,1,1,463,0.06153846153846154,250,2,1,864,0.26153846153846155,250,2,1,991,0.2153846153846154,250,2,1,1189,0.07692307692307693,250,1,1,1191,0.08461538461538462,250,0,0,2759,0.26153846153846155,
10010123,1519,250,2,0.0,633,7,44,2,1,149,0.125,88,3,1,180,0.109375,94,3,1,261,0.09375,250,1,1,422,0.0546875,246,2,1,476,0.1796875,250,1,1,546,0.203125,250,3,1,1014,0.234375,
10010123,1634,250,2,0.0,1140,7,36,2,1,125,0.07784431137724551,183,3,1,171,0.05389221556886228,68,3,1,219,0.1497005988023952,164,3,1,423,0.16167664670658682,233,2,1,498,0.11377245508982035,250,3,1,786,0.18562874251497005,250,1,1,1440,0.25748502994011974,
10050050,1576,250,2,0.14285714285714285,524,7,58,1,1,166,0.14545454545454545,43,1,1,182,0.08181818181818182,88,3,1,302,0.09090909090909091,250,3,1,620,0.11818181818181818,250,2,1,635,0.2,230,2,1,643,0.20909090909090908,85,1,2,1366,0.15454545454545454,
10030147,754,250,1,0.14285714285714285,678,7,9,2,1,59,0.1044776119402985,29,1,1,140,0.029850746268656716,38,1,2,824,0.15671641791044777,250,2,1,837,0.1865671641791045,250,2,1,846,0.1044776119402985,250,2,1,1090,0.26119402985074625,250,0,0,2673,0.15671641791044777,
10030147,774,250,1,0.14285714285714285,1238,7,53,1,1,238,0.1111111111111111,83,2,1,300,0.1111111111111111,219,2,1,392,0.08888888888888889,238,2,1,568,0.22777777777777777,250,2,1,727,0.10555555555555556,38,1,2,824,0.20555555555555555,250,0,0,2673,0.15,
10030147,829,95,1,0.14285714285714285,391,7,26,1,1,68,0.05660377358490566,24,2,2,73,0.0660377358490566,54,1,1,119,0.16981132075471697,149,2,1,337,0.22641509433962265,250,2,1,681,0.2169811320754717,250,2,1,950,0.12264150943396226,250,0,0,2673,0.14150943396226415,
10030147,675,250,2,0.0,846,7,9,2,1,59,0.03333333333333333,250,3,1,441,0.12,220,3,1,567,0.16,250,1,1,678,0.09333333333333334,250,3,1,730,0.20666666666666667,250,2,1,837,0.18666666666666668,250,2,1,1123,0.2,
10030147,692,250,2,0.2857142857142857,1123,7,9,2,1,59,0.0783132530120482,41,3,2,147,0.09036144578313253,219,2,1,392,0.18072289156626506,220,3,1,567,0.18674698795180722,38,1,2,824,0.21686746987951808,250,2,1,846,0.18072289156626506,250,3,1,1723,0.06626506024096386,
10030147,706,250,2,0.0,837,7,93,3,1,172,0.1513157894736842,74,3,1,232,0.13815789473684212,250,3,1,441,0.1118421052631579,250,1,1,678,0.16447368421052633,250,3,1,732,0.046052631578947366,250,2,1,846,0.18421052631578946,250,2,1,1090,0.20394736842105263,
10030147,841,250,2,0.0,950,7,116,3,1,265,0.08974358974358974,149,2,1,337,0.1794871794871795,95,1,1,391,0.08333333333333333,250,3,1,467,0.0641025641025641,250,2,1,681,0.20512820512820512,250,3,1,824,0.21794871794871795,250,3,1,885,0.16025641025641027,
10030147,893,250,2,0.0,1176,7,10,2,1,58,0.09770114942528736,77,3,1,282,0.05172413793103448,246,3,1,319,0.10344827586206896,155,1,1,528,0.10344827586206896,217,2,1,630,0.22988505747126436,250,2,1,727,0.1724137931034483,250,3,1,1171,0.2413793103448276,
10010124,1552,250,1,0.0,940,7,25,2,1,127,0.08666666666666667,41,1,1,185,0.10666666666666667,250,2,1,512,0.12,250,2,1,548,0.14666666666666667,250,2,1,1108,0.21333333333333335,250,1,1,1132,0.21333333333333335,250,0,0,2319,0.11333333333333333,
10010124,1378,250,2,0.14285714285714285,774,7,123,3,1,306,0.14,250,3,1,547,0.10666666666666667,200,2,1,626,0.23333333333333334,250,2,1,657,0.09333333333333334,250,3,2,706,0.26,250,1,1,1209,0.08,250,3,1,1257,0.08666666666666667,
10010124,1421,250,2,0.0,1106,7,44,3,1,206,0.10625,55,3,1,208,0.1,250,2,1,541,0.1875,250,3,1,546,0.15,250,2,1,657,0.09375,250,1,1,801,0.2,250,3,1,1112,0.1625,
10010124,1530,250,2,0.0,1180,7,20,3,1,120,0.10112359550561797,53,2,1,244,0.14606741573033707,187,3,1,518,0.1404494382022472,250,2,1,614,0.15730337078651685,250,3,1,620,0.15168539325842698,250,1,1,1222,0.08426966292134831,250,3,1,1804,0.21910112359550563,
10010124,1558,250,2,0.14285714285714285,1108,7,86,3,1,157,0.06666666666666667,149,3,1,277,0.1,74,3,1,281,0.18888888888888888,250,2,1,512,0.17222222222222222,250,2,2,550,0.17222222222222222,250,1,1,940,0.17777777777777778,250,1,1,1132,0.12222222222222222,
10010124,1591,250,2,0.14285714285714285,548,7,28,1,1,94,0.08928571428571429,25,2,1,127,0.10714285714285714,41,1,1,185,0.14285714285714285,250,2,2,871,0.29464285714285715,250,1,1,940,0.19642857142857142,250,1,1,1049,0.11607142857142858,250,3,1,1411,0.05357142857142857,
10050059,757,250,2,0.2857142857142857,895,7,7,3,1,36,0.03289473684210526,152,1,1,245,0.019736842105263157,250,3,1,636,0.14473684210526316,250,2,2,735,0.24342105263157895,250,2,1,757,0.26973684210526316,250,3,2,819,0.14473684210526316,250,3,1,856,0.14473684210526316,
10050059,803,250,2,0.14285714285714285,757,7,20,1,1,80,0.06338028169014084,152,1,1,245,0.056338028169014086,114,2,2,346,0.19014084507042253,220,1,1,433,0.14788732394366197,250,3,1,683,0.09859154929577464,250,3,1,856,0.15492957746478872,250,2,1,895,0.2887323943661972,
10030113,915,250,1,0.0,1277,7,30,1,1,93,0.036458333333333336,87,1,1,234,0.046875,250,2,1,771,0.14583333333333334,250,2,1,972,0.13020833333333334,250,2,1,1227,0.25,250,2,1,1554,0.14583333333333334,250,0,0,2643,0.24479166666666666,
10030113,816,250,2,0.0,963,7,78,2,1,168,0.09333333333333334,213,3,1,332,0.09333333333333334,250,3,1,377,0.21333333333333335,162,3,1,396,0.13333333333333333,250,1,1,682,0.11333333333333333,250,3,1,977,0.13333333333333333,250,2,1,1554,0.22,
10030113,876,250,2,0.0,972,7,186,3,1,266,0.08024691358024691,227,3,1,382,0.11728395061728394,219,3,1,466,0.16666666666666666,250,2,1,771,0.2654320987654321,250,3,1,961,0.17901234567901234,250,2,1,1227,0.037037037037037035,250,1,1,1277,0.15432098765432098,
10030113,944,250,2,0.0,1227,7,87,1,1,234,0.09550561797752809,180,3,1,382,0.11797752808988764,227,3,1,415,0.1853932584269663,219,3,1,466,0.16292134831460675,250,2,1,927,0.1348314606741573,250,2,1,972,0.033707865168539325,250,1,1,1277,0.2696629213483146,
10030113,1013,250,2,0.14285714285714285,525,7,31,2,1,51,0.06666666666666667,168,3,1,320,0.18333333333333332,171,3,1,399,0.1,149,2,2,573,0.125,197,1,1,714,0.13333333333333333,250,3,1,866,0.24166666666666667,250,3,1,918,0.15,
10010170,619,250,1,0.0,936,7,70,1,1,164,0.11038961038961038,179,2,1,399,0.17532467532467533,250,1,1,481,0.05194805194805195,250,2,1,488,0.15584415584415584,231,2,1,556,0.18181818181818182,250,2,1,907,0.11688311688311688,250,0,0,2424,0.2077922077922078,
10010170,664,250,1,0.0,481,7,22,2,1,118,0.045454545454545456,53,1,1,304,0.11818181818181818,167,2,1,442,0.14545454545454545,231,2,1,556,0.22727272727272727,250,1,1,936,0.07272727272727272,250,2,1,1448,0.18181818181818182,250,0,0,2424,0.20909090909090908,
10010170,582,250,2,0.0,907,7,7,3,1,34,0.03289473684210526,60,3,1,167,0.17105263157894737,104,3,1,295,0.17105263157894737,179,2,1,399,0.13815789473684212,250,2,1,488,0.15789473684210525,137,3,1,500,0.21052631578947367,250,1,1,936,0.11842105263157894,
10010170,672,250,2,0.14285714285714285,788,7,44,2,1,137,0.09210526315789473,56,1,1,157,0.07236842105263158,129,3,1,203,0.08552631578947369,116,3,1,300,0.15789473684210525,119,1,1,566,0.1513157894736842,250,3,2,661,0.19736842105263158,250,2,1,967,0.24342105263157895,
10010170,809,233,2,0.5714285714285714,958,7,20,3,1,148,0.14473684210526316,44,2,2,313,0.13157894736842105,1,1,0,370,0.20394736842105263,1,1,0,470,0.15789473684210525,250,2,1,695,0.18421052631578946,250,3,1,1396,0.046052631578947366,250,3,2,1643,0.13157894736842105,
10050092,165,235,1,0.14285714285714285,643,7,48,2,1,158,0.06153846153846154,68,1,1,244,0.06153846153846154,211,2,1,421,0.15384615384615385,16,1,2,832,0.13076923076923078,250,2,1,973,0.12307692307692308,250,2,1,1202,0.2692307692307692,250,0,0,2543,0.2,
10050092,131,250,2,0.42857142857142855,827,7,27,3,1,104,0.0625,3,2,2,229,0.1736111111111111,204,3,1,551,0.1875,2,1,0,744,0.2361111111111111,250,2,2,828,0.2013888888888889,250,3,1,921,0.05555555555555555,250,1,1,1078,0.08333333333333333,
10050092,210,250,2,0.14285714285714285,1202,7,18,3,1,55,0.08241758241758242,11,3,2,88,0.06043956043956044,48,2,1,158,0.10989010989010989,235,1,1,643,0.19230769230769232,250,2,1,973,0.21978021978021978,250,3,1,977,0.22527472527472528,250,2,1,1453,0.10989010989010989,
10050066,49,250,2,0.42857142857142855,836,7,36,2,2,78,0.0763888888888889,132,3,1,241,0.09027777777777778,234,3,2,661,0.2013888888888889,250,3,1,723,0.11805555555555555,250,2,1,758,0.2222222222222222,250,3,1,869,0.13194444444444445,122,1,2,1061,0.1597222222222222,
10050066,251,250,2,0.0,470,7,10,2,1,66,0.05084745762711865,153,3,1,267,0.11864406779661017,122,1,1,363,0.211864406779661,250,3,1,428,0.07627118644067797,193,1,1,467,0.19491525423728814,250,3,1,807,0.2542372881355932,250,2,1,1259,0.09322033898305085,
10030114,1388,250,1,0.0,1155,7,19,1,1,86,0.056179775280898875,20,2,1,163,0.12359550561797752,184,1,1,403,0.1404494382022472,171,2,1,435,0.1348314606741573,250,2,1,556,0.11235955056179775,250,2,1,1246,0.16853932584269662,250,0,0,2249,0.2640449438202247,
10030114,1408,250,1,0.0,1254,7,4,2,1,22,0.028089887640449437,11,2,1,63,0.06741573033707865,117,1,1,418,0.12921348314606743,250,1,1,911,0.24157303370786518,250,2,1,1340,0.15168539325842698,250,2,1,1815,0.19101123595505617,250,0,0,2249,0.19101123595505617,
10030114,1445,184,1,0.0,403,7,20,2,1,163,0.12264150943396226,211,2,1,203,0.0660377358490566,64,1,1,298,0.24528301886792453,250,2,1,678,0.22641509433962265,250,1,1,1155,0.2358490566037736,250,2,1,1225,0.04716981132075472,250,0,0,2249,0.05660377358490566,
10030114,1486,250,1,0.0,1685,7,170,2,1,243,0.13551401869158877,155,2,1,292,0.1308411214953271,250,2,1,436,0.06542056074766354,250,1,1,911,0.2102803738317757,250,1,1,1086,0.2383177570093458,250,2,1,2082,0.08878504672897196,250,0,0,2249,0.1308411214953271,
10030114,1515,250,1,0.0,1086,7,8,1,0,56,0.06321839080459771,57,2,1,275,0.14367816091954022,250,2,1,436,0.1896551724137931,158,2,1,596,0.11494252873563218,250,2,1,1086,0.08045977011494253,250,1,1,1685,0.29310344827586204,250,0,0,2249,0.11494252873563218,
10030114,1437,250,2,0.0,1020,7,4,2,1,22,0.006024096385542169,40,3,1,116,0.060240963855421686,155,2,1,292,0.16265060240963855,106,3,1,502,0.25903614457831325,250,1,1,911,0.21084337349397592,250,2,1,1815,0.1566265060240964,250,2,1,2082,0.14457831325301204,
10010184,1550,250,1,0.0,1237,7,220,2,1,254,0.12365591397849462,200,2,1,380,0.13978494623655913,128,1,1,401,0.10752688172043011,250,2,1,526,0.11827956989247312,250,1,1,551,0.14516129032258066,250,2,1,914,0.16129032258064516,250,0,0,2645,0.20430107526881722,
10010184,1630,250,1,0.0,1546,7,50,1,1,275,0.12105263157894737,236,2,1,436,0.15263157894736842,175,1,1,450,0.09473684210526316,250,2,1,646,0.1631578947368421,250,2,1,707,0.15263157894736842,250,2,1,801,0.14736842105263157,250,0,0,2645,0.16842105263157894,
10010184,1472,250,2,0.0,921,7,89,3,1,129,0.11842105263157894,77,2,1,206,0.09210526315789473,75,3,1,361,0.13815789473684212,250,3,1,711,0.13157894736842105,250,2,1,914,0.25,250,3,1,1314,0.07236842105263158,250,1,1,1657,0.19736842105263158,
10010184,1512,250,2,0.0,751,7,34,3,1,126,0.08695652173913043,159,2,1,381,0.2246376811594203,250,3,1,471,0.09420289855072464,250,1,1,540,0.13768115942028986,250,3,1,768,0.2028985507246377,250,3,1,1123,0.08695652173913043,250,2,1,1201,0.16666666666666666,
10010184,1566,250,2,0.14285714285714285,1201,7,34,3,1,126,0.1130952380952381,78,3,2,223,0.11904761904761904,50,1,1,275,0.19642857142857142,236,2,1,436,0.14285714285714285,199,3,1,519,0.13690476190476192,250,1,1,540,0.15476190476190477,250,2,1,751,0.13690476190476192,
10010184,1679,250,2,0.0,707,7,130,3,1,329,0.043478260869565216,102,3,1,338,0.16666666666666666,192,2,1,421,0.08695652173913043,175,1,1,450,0.15942028985507245,225,3,1,508,0.18840579710144928,250,2,1,801,0.14492753623188406,250,1,1,1546,0.21014492753623187,
10050061,1510,250,1,0.42857142857142855,1415,7,44,2,1,99,0.04736842105263158,1,1,0,567,0.10526315789473684,112,2,2,604,0.18421052631578946,250,2,1,792,0.15263157894736842,170,1,1,806,0.18421052631578946,250,2,2,1332,0.21578947368421053,250,0,0,2531,0.11052631578947368,
10050061,1447,250,2,0.42857142857142855,852,7,62,3,2,184,0.12025316455696203,162,3,1,281,0.10126582278481013,177,3,2,281,0.0759493670886076,159,2,1,410,0.10126582278481013,1,1,0,458,0.10126582278481013,250,3,1,588,0.2088607594936709,250,2,1,947,0.2911392405063291,
10050061,1544,250,2,0.14285714285714285,792,7,44,2,1,99,0.08783783783783784,155,3,1,357,0.17567567567567569,133,3,1,389,0.12162162162162163,188,3,1,437,0.07432432432432433,250,3,1,935,0.17567567567567569,250,2,2,1332,0.16891891891891891,250,1,1,1415,0.19594594594594594,
10050061,1637,250,2,0.42857142857142855,862,7,25,1,1,114,0.10135135135135136,1,1,0,172,0.0945945945945946,82,2,1,314,0.16216216216216217,250,3,1,342,0.16216216216216217,194,2,1,469,0.23648648648648649,250,3,2,1222,0.12162162162162163,250,3,2,1270,0.12162162162162163,
10030122,586,248,1,0.2857142857142857,697,7,6,1,0,49,0.0136986301369863,222,2,2,334,0.136986301369863,184,2,1,444,0.02054794520547945,140,1,1,464,0.17123287671232876,222,2,2,750,0.2945205479452055,250,2,1,874,0.08904109589041095,250,0,0,2604,0.273972602739726,
10030122,660,250,2,0.14285714285714285,861,7,118,3,2,386,0.22727272727272727,250,2,1,394,0.08441558441558442,250,3,1,719,0.045454545454545456,250,2,1,750,0.2012987012987013,250,1,1,829,0.2532467532467532,250,3,1,957,0.025974025974025976,250,1,1,1195,0.16233766233766234,
10030122,690,250,2,0.14285714285714285,394,7,23,3,1,63,0.11224489795918367,33,2,1,106,0.01020408163265306,47,3,1,222,0.24489795918367346,118,3,2,386,0.20408163265306123,250,2,1,861,0.1326530612244898,250,1,1,1195,0.25510204081632654,250,3,1,1674,0.04081632653061224,
10030122,726,250,2,0.0,548,7,77,2,1,227,0.11475409836065574,79,3,1,243,0.1885245901639344,93,1,1,404,0.13114754098360656,250,1,1,636,0.18032786885245902,250,2,1,678,0.22950819672131148,250,1,1,1277,0.07377049180327869,250,3,1,1591,0.08196721311475409,
10030122,731,250,2,0.14285714285714285,873,7,77,2,1,227,0.0547945205479452,192,3,1,399,0.18493150684931506,250,3,2,609,0.136986301369863,250,2,1,889,0.1643835616438356,250,3,1,1043,0.0547945205479452,250,1,1,1277,0.19863013698630136,250,3,1,1591,0.2054794520547945,
10030122,747,250,2,0.14285714285714285,763,7,54,2,2,111,0.06944444444444445,28,1,1,164,0.09027777777777778,84,3,1,208,0.1388888888888889,202,3,1,569,0.125,250,1,1,636,0.1597222222222222,250,2,1,678,0.20833333333333334,250,1,1,1195,0.20833333333333334,
10010183,400,250,1,0.0,495,7,7,1,0,55,0.07142857142857142,137,2,1,256,0.08928571428571429,112,1,1,260,0.10714285714285714,250,2,1,499,0.15178571428571427,250,2,1,858,0.24107142857142858,250,1,1,1209,0.26785714285714285,250,0,0,2564,0.07142857142857142,
10010183,313,250,2,0.14285714285714285,1069,7,10,2,1,44,0.047619047619047616,201,2,2,629,0.11904761904761904,250,3,1,657,0.16666666666666666,250,3,1,830,0.23809523809523808,250,3,1,894,0.07142857142857142,250,3,1,971,0.19047619047619047,250,1,1,1351,0.16666666666666666,
10010183,334,250,2,0.14285714285714285,1104,7,35,3,1,138,0.14444444444444443,64,1,1,216,0.11666666666666667,101,1,1,247,0.15,250,2,1,514,0.17222222222222222,201,2,2,629,0.2111111111111111,250,3,1,904,0.027777777777777776,250,3,1,1193,0.17777777777777778,
10010183,588,250,2,0.0,1398,7,34,3,1,163,0.015625,145,3,1,469,0.13020833333333334,250,2,1,544,0.15104166666666666,250,3,1,755,0.14583333333333334,250,1,1,1039,0.15104166666666666,250,3,1,1160,0.11458333333333333,250,2,1,1586,0.2916666666666667,
10050095,1622,250,1,0.14285714285714285,936,7,153,2,1,210,0.03488372093023256,15,1,2,220,0.12209302325581395,177,1,1,387,0.05232558139534884,250,2,1,576,0.19767441860465115,250,2,1,1001,0.27906976744186046,250,2,1,1308,0.20348837209302326,250,0,0,2323,0.11046511627906977,
10050095,1754,250,1,0.2857142857142857,1263,7,4,1,0,213,0.09782608695652174,56,2,1,223,0.10326086956521739,150,1,2,483,0.14673913043478262,223,2,1,649,0.20652173913043478,250,2,1,847,0.18478260869565216,250,2,1,1043,0.03804347826086957,250,0,0,2323,0.22282608695652173,
10050095,22,250,2,0.0,847,7,56,3,1,176,0.04430379746835443,56,2,1,223,0.13924050632911392,223,2,1,649,0.06962025316455696,250,3,1,804,0.02531645569620253,250,3,1,1022,0.23417721518987342,250,3,1,1023,0.2721518987341772,250,1,1,1263,0.21518987341772153,
10050095,1573,250,2,0.2857142857142857,1308,7,153,2,1,210,0.15425531914893617,109,3,2,541,0.17553191489361702,250,2,1,576,0.12234042553191489,250,3,2,604,0.03723404255319149,250,3,1,680,0.26063829787234044,250,1,1,936,0.18617021276595744,250,3,1,1551,0.06382978723404255,
10050095,1783,250,2,0.14285714285714285,628,7,50,3,1,140,0.08870967741935484,4,1,0,213,0.16129032258064516,61,2,1,224,0.20967741935483872,73,1,1,266,0.0967741935483871,250,3,1,597,0.13709677419354838,223,2,1,649,0.20967741935483872,250,3,1,1167,0.0967741935483871,
10030125,285,250,1,0.0,1336,7,8,1,0,32,0.05263157894736842,34,2,1,125,0.06842105263157895,157,2,1,206,0.11052631578947368,250,1,1,319,0.10526315789473684,250,2,1,817,0.07894736842105263,250,2,1,1384,0.28421052631578947,250,0,0,2406,0.3,
